ID,SMILES,NVS_NR_cAR,NVS_NR_rAR,NVS_NR_hAR,OT_AR_ARSRC1_0480,OT_AR_ARSRC1_0960,TOX21_ARE_BLA_agonist_viability,TOX21_ARE_BLA_agonist_ratio,ATG_AR_TRANS_dn,ATG_AR_TRANS_up,OT_AR_ARELUC_AG_1440,TOX21_AR_BLA_Agonist_ratio,TOX21_AR_LUC_MDAKB2_Agonist,TOX21_AR_BLA_Antagonist_ratio,TOX21_AR_BLA_Antagonist_viability,TOX21_AR_LUC_MDAKB2_Antagonist,TOX21_AR_LUC_MDAKB2_Antagonist_viability,ACEA_AR_agonist_80hr,ACEA_AR_agonist_AUC_viability,ACEA_AR_antagonist_80hr,ACEA_AR_antagonist_AUC_viability,NVS_NR_bER,NVS_NR_hER,NVS_NR_mERa,OT_ER_ERaERa_0480,OT_ER_ERaERa_1440,OT_ER_ERaERb_0480,OT_ER_ERaERb_1440,OT_ER_ERbERb_0480,OT_ER_ERbERb_1440,OT_ERa_EREGFP_0120,OT_ERa_EREGFP_0480,ATG_ERa_TRANS_up,ATG_ERE_CIS_up,ATG_ERa_TRANS_dn,ATG_ERE_CIS_dn,TOX21_ERa_BLA_Agonist_ratio,TOX21_ERa_LUC_BG1_Agonist,TOX21_ERa_BLA_Antagonist_ratio,TOX21_ERa_BLA_Antagonist_viability,TOX21_ERa_LUC_BG1_Antagonist,TOX21_ERa_LUC_BG1_Antagonist_viability,TOX21_ERb_BLA_Agonist_ratio,TOX21_ERb_BLA_Antagonist_ratio,TOX21_ERb_BLA_Antagonist_viability,ACEA_ER_80hr,ACEA_ER_AUC_viability
2251,C[As](C)(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,Cc1ccc(C(=O)Cl)cc1,,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6399,N#CCCC#N,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2388,CCOCCOCCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,C=CC(C)(O)CCC=C(C)CCC=C(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5267,c1ccc(COCc2ccccc2)cc1,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
4844,CC(C)(C)NSc1nc2ccccc2s1,,,,,,0.0,1.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2058,CCCc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2813,N#Cc1ccccc1N,,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,CN(C)CCOCCN(C)C,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1216,c1cc2c3c(cccc3c1)CC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6785,CSc1nc(=O)c(C(C)(C)C)n[nH]1,,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,
642,CCCCCCCCSCCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3094,CCC(CN)=C(c1ccccc1)c1ccccc1,,,,,,0.0,0.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,,
1818,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
4132,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
7820,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
259,O=C(O)CCCC(=O)O,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7865,O=C(CCCN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
7817,CS(=O)(=O)OCCCNCCCOS(C)(=O)=O,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
5059,Cc1occ(O)c1O,,,,,,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3255,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,
4148,COc1cc(C=Cc2ccccc2)oc(=O)c1,,,,,,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2504,NC(=S)NNC(N)=S,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,Cc1ccccc1S(N)(=O)=O,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4612,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1195,c1ccc(/N=N/Nc2ccccc2)cc1,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
851,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
3809,CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,0.0,0.0,0.0,,,0.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,
3764,CC(C)CC(=O)C1C(=O)c2ccccc2C1=O,0.0,0.0,0.0,,,1.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,
6219,CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2604,Oc1ccc(O)n1Cl,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7448,CNC1(c2ccccc2Cl)CCCCC1=O,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
712,Cc1ccc(S)cc1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6293,COC(OC)OC,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
7749,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
7176,CCCOc1ccc2nc(NC(=O)OC)sc2c1,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,
2749,CC1=CC(=O)CCC1,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,C1=CCC=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,CCCCCCC1CCCC(=O)O1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1224,CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7422,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
4593,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
7301,CC[C@@H](C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,
2586,COc1ccc2ccccc2c1,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048,O=P(O)(O)CCCl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007,Cc1occc(=O)c1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7182,S=C=Nc1ccc(N=C=S)cc1,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,
7337,CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1,,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2269,CC(=O)c1ccccc1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2646,CC(=O)OCC=Cc1ccccc1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5460,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5716,Cc1cn(C2CC(F)C(CO)O2)c(=O)[nH]c1=O,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1354,CCC=CCCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6944,CN(C)CCN(Cc1ccsc1)c1ccccn1,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
5764,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
564,N#CBr,,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4861,COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1,,,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
781,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
7294,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,
2724,Nc1ccc(S(=O)(=O)O)c(N)c1,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6817,COc1ccnc2c1CCCCC2[S+]([O-])c1nc2ccccc2[nH]1,,,,,,0.0,1.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
570,Cc1cc(Cl)ccc1OC(C)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4995,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,,,,,,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
676,COC(CC(C)CCCC(C)(C)O)OC,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
