ID,SMILES,NVS_NR_cAR,NVS_NR_rAR,NVS_NR_hAR,OT_AR_ARSRC1_0480,OT_AR_ARSRC1_0960,TOX21_ARE_BLA_agonist_viability,TOX21_ARE_BLA_agonist_ratio,ATG_AR_TRANS_dn,ATG_AR_TRANS_up,OT_AR_ARELUC_AG_1440,TOX21_AR_BLA_Agonist_ratio,TOX21_AR_LUC_MDAKB2_Agonist,TOX21_AR_BLA_Antagonist_ratio,TOX21_AR_BLA_Antagonist_viability,TOX21_AR_LUC_MDAKB2_Antagonist,TOX21_AR_LUC_MDAKB2_Antagonist_viability,ACEA_AR_agonist_80hr,ACEA_AR_agonist_AUC_viability,ACEA_AR_antagonist_80hr,ACEA_AR_antagonist_AUC_viability,NVS_NR_bER,NVS_NR_hER,NVS_NR_mERa,OT_ER_ERaERa_0480,OT_ER_ERaERa_1440,OT_ER_ERaERb_0480,OT_ER_ERaERb_1440,OT_ER_ERbERb_0480,OT_ER_ERbERb_1440,OT_ERa_EREGFP_0120,OT_ERa_EREGFP_0480,ATG_ERa_TRANS_up,ATG_ERE_CIS_up,ATG_ERa_TRANS_dn,ATG_ERE_CIS_dn,TOX21_ERa_BLA_Agonist_ratio,TOX21_ERa_LUC_BG1_Agonist,TOX21_ERa_BLA_Antagonist_ratio,TOX21_ERa_BLA_Antagonist_viability,TOX21_ERa_LUC_BG1_Antagonist,TOX21_ERa_LUC_BG1_Antagonist_viability,TOX21_ERb_BLA_Agonist_ratio,TOX21_ERb_BLA_Antagonist_ratio,TOX21_ERb_BLA_Antagonist_viability,ACEA_ER_80hr,ACEA_ER_AUC_viability
11,[O-][N+](=O)C1C=C(C=CC=1Cl)[N+]([O-])=O,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
12,O=S1(=O)CC(Cl)(Cl)C(Cl)(Cl)C1,,0,,,,1,1,0,0,,1,0,1,1,1,1,,,,,0,1,0,,,,,,,,,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1
13,CC12CCC(O)CC1CCC1C2CC(O)C2(C)C(CCC21O)C1COC(=O)C=1,,0,,,,,,0,0,,,,,,0,0,,,,,,0,,,,,,,,,,0,0,0,0,,,,,1,0,0,0,1,0,1
14,CCC(C)C1OC2(CC3CC(CC=C(C)C(OC4CC(OC)C(OC5CC(OC)C(NC)C(C)O5)C(C)O4)C(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)C=CC1C,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1
15,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
16,CCCCCCCCN1SC(Cl)=C(Cl)C1=O,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1
17,C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1
18,CC(=O)O[Hg]C1=CC=CC=C1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1
19,[O-][N+](=O)C1C=C(Cl)C(=CC=1)NC(=O)C1C=C(Cl)C=CC=1O,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1
20,CC1(C)CNC(NC1)=NN=C(C=CC1C=CC(=CC=1)C(F)(F)F)C=CC1C=CC(=CC=1)C(F)(F)F,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
21,CN1C=NC(=C1SC1N=CN=C2N=CNC=12)[N+]([O-])=O,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
22,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0,0,0,,,1,1,0,0,,1,0,1,1,1,1,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1
23,CN(C)c1ccc(cc1)C(c1ccccc1)=C1C=CC(C=C1)=[N+](C)C,,0,,,,1,0,0,0,,1,0,1,1,1,1,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
24,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,,0,,,,1,1,0,0,,1,0,1,1,1,1,,,,,0,0,0,,,,,,,,,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1
25,CN(C)C1C=CC(=CC=1)C(C1C=CC=CC=1)=C1C=CC(C=C1)=[N+](C)C,,0,,,,,,0,0,,,,,,1,1,,,,,,0,,,,,,,,,,1,0,0,1,,,,,1,1,0,1,1,1,1
26,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)[n]1CCC(O)CC(O)CC(O)=O,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1
27,CN(C)C1C=CC(=CC=1)C(=O)C1C=CC(=CC=1)N(C)C,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1
28,[O-][N+](=O)C1=CC(=C(Cl)C(=C1NC1N=CC(=CC=1Cl)C(F)(F)F)[N+]([O-])=O)C(F)(F)F,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1
29,N#CC1C(Cl)=C(Cl)C(Cl)=C(C#N)C=1Cl,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
30,C1=CC=CC=C1NC(=N)NC1C=CC=CC=1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
31,CN(C)CCN(CC)C1C=C(C(=CC=1C(=O)N(CC)CC)S(=O)(=O)CC1C=CC=CC=1)N1CCC(CC1)C1C=CC=CC=1,,0,0,,,,,0,0,,,,,,,,,,,,0,0,1,,,,,,,,,0,1,0,0,,,,,,,,,,0,1
32,CCCCCCCCCCCCCCCC[N+](C)(C)CC1C=CC=CC=1,,0,,,,1,0,0,0,,1,0,1,1,1,1,,,,,0,0,0,,,,,,,,,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
33,CC(=O)N(CC1C=C(C=C(C=1)C(F)(F)F)C(F)(F)F)C1CC(CC)N(C(=O)OC(C)C)C2C=CC(=CC=21)C(F)(F)F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,NC1=NC(=O)N(C=N1)C1OC(CO)C(O)C1O,0,0,0,,,0,1,0,0,,0,0,1,1,1,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
35,OC1=CC2C=CC=CC=2C2=CC=CC=C21,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
36,CC1C=CC=C(N)C=1N,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1
37,CCCCCCCCCCCCOC(=O)C1C=C(O)C(O)=C(O)C=1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1
38,CC1=CC=C(C=C1)S(=O)(=O)C(I)I,,0,,,,,,0,0,,,,,,1,1,,,,,,0,,,,,,,,,,0,0,0,1,,,,,1,1,0,1,1,0,1
39,CN1CC(C=C2C1CC1=C(Br)NC3C=CC=C2C1=3)C(=O)NC1(OC2(O)C3CCCN3C(=O)C(CC(C)C)N2C1=O)C(C)C,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
40,CC1C=C(C=CC=1N=NC1C=CC(=CC=1)OS(=O)(=O)C1C=CC(C)=CC=1)C1C=C(C)C(=CC=1)N=NC1=C2C(=CC=C1O)C=C(C=C2S(O)(=O)=O)S(O)(=O)=O,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
41,CC1COC2C=CC=CC=2N1C(=O)C(Cl)Cl,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
42,CCNC1=CC=C(C(C2C=CC(=CC=2)N(CC)CC)=C2C=CC(C=C2)=[N+](CC)CC)C2=CC=CC=C21,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1
43,C[N+](C)=C1C=CC(C=C1)=C(C1C=CC(=CC=1)N(C)C)C1C=CC(=CC=1)N(C)C,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1
44,CCCCNC(=O)OCC#CI,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
45,C[N+](C)(CCCCCCCCCC)CCCCCCCCCC,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1
46,CC1=CC2=C(c3cc(C)c(cc3OC2=CC1=NCC)NCC)c1ccccc1C(=O)OCC,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1
47,NC1C=CC(=CC=1)N=NC1C=CC=CC=1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1
48,CCCCCCCCCCCCCCCC[N+]1C=CC=CC=1,0,0,0,,,1,1,0,0,,1,0,1,1,1,1,,,,,0,0,0,,,,,,,,,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
49,CCCCCCCCCCCC[N+](C)(C)CC1C=CC=CC=1,0,0,0,,,1,1,0,0,,1,0,1,1,1,1,,,,,0,1,0,,,,,,,,,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
50,CC(C)(C)CC(C)(C)c1ccc(cc1C)OCCOCC[N+](C)(C)Cc1ccccc1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1
51,OC1C(CC2C(Cl)=C(Cl)C=C(Cl)C=2O)=C(Cl)C(Cl)=CC=1Cl,1,1,1,,,1,0,0,0,,0,0,1,1,1,1,,,,,0,1,0,,,,,,,,,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
52,CCC(=C(C1C=CC(O)=CC=1)C1C=CC(=CC=1)OCCN(C)C)C1C=CC=CC=1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1
53,CCN(CC)C1=CC2OC3C=C(C=CC=3C3(OC(=O)C4C=CC=CC3=4)C=2C=C1)N(CC)CC,,0,,,,,,0,0,,,,,,0,1,,,,,,0,,,,,,,,,,0,0,0,0,,,,,0,1,0,0,1,0,1
54,O=S(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,,0,,,,,,0,0,,,,,,1,1,,,,,,,,,,,,,,,,1,0,0,0,,,,,0,0,0,1,1,0,1
55,O=C1NC2=CC=C(C=C2O1)S(=O)CCN1CCC(CC2C=CC(F)=CC=2)CC1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
56,COC1=CC2C(OC(C)C)=C(SC=2C=C1)C(=O)NC1NN=NN=1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1
57,O=C1C2C3NC4=C(NC=3C(Cl)=CC=2C(=O)C2C=CC=CC1=2)C1=C(C=C4Cl)C(=O)C2C=CC=CC=2C1=O,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,CC1C=C(N)C(N)=CC=1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
59,BrC1C(OC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)=C(Br)C(Br)=C(Br)C=1Br,,0,,,,,,0,0,,,,,,0,0,,,,,,0,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,1
60,CCN(CCOC1C=CC(=CC=1)C(=C(Cl)C1C=CC=CC=1)C1C=CC=CC=1)CC,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1
61,N#CC1C(Br)=C(NC=1C1C=CC(Cl)=CC=1)C(F)(F)F,,0,,,,,,0,0,,,,,,1,1,,,,,,0,,,,,,,,,,0,0,0,0,,,,,1,0,0,1,1,0,1
62,CCCCCCCCCCCCCCCC[N+](C)(C)C,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1
63,CCC(C)C1OC2(CC3CC(CC=C(C)C(OC4CC(OC)C(OC5CC(OC)C(O)C(C)O5)C(C)O4)C(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)C=CC1C,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
64,N#CSCSC1=NC2C=CC=CC=2S1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
65,CNC1CCC(C2C=CC(=CC=21)S(N)(=O)=O)C1=CC(Cl)=C(Cl)C=C1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
66,N#CSCSC#N,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1
67,CN(C(C(C)C)C(O)=O)C1CC(C(CN2CCC(CC2)C2=CC(CC3C=CC=CC=3)=NN2CC)C1)C1C=C(F)C=CC=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
68,O=C(CCl)C1C=CC=CC=1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
69,CC1(C)C(C1C=C(Cl)Cl)C(=O)OCC1C=CC=C(C=1)OC1C=CC=CC=1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,1,1,0,0,,,,,,,,,,1,1
70,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
71,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
72,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1
73,N#CCCC(Br)(CBr)C#N,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
74,CC(C)(C)C1=CC(O)=CC=C1O,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
75,CCCCCCCCCCCCCCN(CCO)CCO,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1
76,CCCCCCCCC1C=CC(=CC=1)NC1C=CC(CCCCCCCC)=CC=1,,0,,,,,,0,0,,,,,,0,0,,,,,,0,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,1
77,NC1=CC=C(C=C1)[N+]([O-])=O,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
78,NCC1=CC(=CC=C1)C1CCN(CC1)C(=O)C1=CC=C(C#CC2C=CC=CC=2F)O1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1
79,O=C1C2(Cl)C3(Cl)C4(Cl)C2(Cl)C2(Cl)C(Cl)(C3(Cl)C21Cl)C4(Cl)Cl,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1
80,CC(C)(C)C1=CC(C)=CC(CC2=CC(C)=CC(=C2O)C(C)(C)C)=C1O,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1
81,CC(C)(C)C1=CC(CC)=CC(CC2C=C(CC)C=C(C=2O)C(C)(C)C)=C1O,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1
82,[O-][N+](=O)C1(Br)COCOC1,0,0,0,,,1,0,0,0,,0,0,1,1,1,1,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
83,CCCCCCCCN1SC=CC1=O,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1
84,CCN1CCC2(COC3C=C4CCN(C(=O)C5C=CC(=CC=5)C5=CC=C(C=C5C)C5=NN=C(C)O5)C4=CC2=3)CC1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
85,CC(C)(C1=CC(=C(O)C=C1)C(C)(C)C1C=CC=CC=1)C1C=CC=CC=1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1
86,CC(=CC1C=CC=CC=1)[N+]([O-])=O,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
87,COC1=CC(Cl)=C(C=C1C1N=C(NC(=O)C2=CC3=CC(C)=CC(C)=C3N2CC(O)=O)SC=1CCC1CCCCC1)OC,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1
88,O=CCCl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
89,C=COCCCl,,0,,,,,,0,0,,,,,,0,0,,,,,,0,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,1
90,CC1C(Cl)=CC(=CC=1Cl)C(=O)NC(C)(CC)C(=O)CCl,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
91,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,,0,,,,1,1,0,0,,1,0,1,1,1,1,,,,,1,1,0,,,,,,,,,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1
